drug,median_score,mean_score,min_score,max_score,std_score,n_signatures,n_cell_lines,frac_negative,moa,target,pval_reversal,fdr_reversal,pval_mimicking,fdr_mimicking
genistein,-0.1181488037109375,-0.042035181413997307,-0.21800276637077332,0.3250948488712311,0.19893117003187716,11,11,0.7272727272727273,Tyrosine kinase inhibitor,CFTR,0.1655,0.9187676767676768,0.8351,1.0
thapsigargin,-0.11753107607364655,-0.11154165450069639,-0.33948981761932373,0.12351495027542114,0.14201857566452444,9,9,0.7777777777777778,ATPase inhibitor,ATP2A1,0.1999,0.964715923566879,0.8005,1.0
equol,-0.11691021919250488,-0.06202995032072067,-0.2536315321922302,0.14227771759033203,0.1439424435861499,6,6,0.6666666666666666,Estrogen receptor agonist,ESR1,0.2197,0.964715923566879,0.7803,0.99683325
vecuronium,-0.116885244846344,-0.059426162391901016,-0.17205989360809326,0.10764113068580627,0.11511736470634415,8,8,0.625,Acetylcholine receptor antagonist,CHRNA2,0.2022,0.964715923566879,0.7978,1.0
potassium-canrenoate,-0.11668558418750763,-0.07812110707163811,-0.2291906177997589,0.19452902674674988,0.12670072502149357,12,12,0.75,Mineralocorticoid receptor antagonist,NR3C2,0.1669,0.9187676767676768,0.8331,1.0
forskolin,-0.11663255840539932,-0.06339682982518123,-0.25315725803375244,0.2566640079021454,0.14602575105714694,13,13,0.6923076923076923,Adenylyl cyclase activator,ADCY2,0.1555,0.9187676767676768,0.845,1.0
noretynodrel,-0.11653894186019897,-0.09179513291879134,-0.25569063425064087,0.1376042366027832,0.12195293687695505,11,11,0.8181818181818182,Progestogen hormone,PGR,0.1777,0.9187676767676768,0.8228,1.0
molsidomine,-0.11595556139945984,-0.07043587168057759,-0.21239954233169556,0.26565539836883545,0.15744633823707813,6,6,0.8333333333333334,Guanylyl cyclase activator,GUCY1A1,0.2248,0.964715923566879,0.7752,0.9928
levobunolol,-0.11592748761177063,-0.019264042377471924,-0.13716742396354675,0.1953027844429016,0.15196924272777482,3,3,0.6666666666666666,Adrenergic receptor antagonist,ADRB1,0.3061,0.9650512048192771,0.6944,0.9840438320209974
dopamine,-0.11592124402523041,-0.11592124402523041,-0.1345030963420868,-0.09733939170837402,0.018581852316856384,2,2,1.0,Dopamine receptor agonist,DRD1,0.2469,0.964715923566879,0.7531,0.9899498740554157
talampicillin,-0.11570285260677338,-0.11570285260677338,-0.11570285260677338,-0.11570285260677338,0.0,1,1,1.0,,,0.3652,0.9926446808510639,0.6352,0.9840438320209974
enalapril,-0.11532846093177795,-0.025712928601673672,-0.17037513852119446,0.1701505184173584,0.13174726812034543,7,7,0.5714285714285714,Angiotensin converting enzyme inhibitor,ACE,0.2314,0.964715923566879,0.7691,0.9899498740554157
cyclopamine,-0.11470448970794678,-0.07398134740916165,-0.3631570339202881,0.21108919382095337,0.15681366359498292,11,11,0.7272727272727273,Smoothened receptor antagonist,SMO,0.1905,0.9543676470588235,0.8104,1.0
CO-102862,-0.11457659304141998,-0.08106210331122081,-0.16727402806282043,0.12285351753234863,0.09394645774424924,6,6,0.8333333333333334,,,0.2319,0.964715923566879,0.7681,0.9899498740554157
dichlorobenzamil,-0.11339414864778519,-0.11339414864778519,-0.11339414864778519,-0.11339414864778519,0.0,1,1,1.0,,,0.3722,0.9989394871794871,0.6283,0.9840438320209974
sulpiride,-0.11248314380645752,-0.05276792645454407,-0.24507063627243042,0.15977388620376587,0.1701886562389175,5,5,0.6,Dopamine receptor antagonist,DRD2,0.2861,0.964715923566879,0.7145,0.9840438320209974
ZD-7114,-0.11215244233608246,-0.06643414000670116,-0.23787003755569458,0.1419658064842224,0.14358933614673886,6,6,0.6666666666666666,Adrenergic receptor agonist,ADRB3,0.2465,0.964715923566879,0.7535,0.9899498740554157
medrysone,-0.1119028627872467,-0.05062442882494493,-0.20046298205852509,0.168259859085083,0.12907073829391136,11,11,0.6363636363636364,Glucocorticoid receptor agonist,NR3C1,0.2086,0.964715923566879,0.7917,1.0
roxithromycin,-0.11167821288108826,-0.11167821288108826,-0.11796784400939941,-0.1053885817527771,0.006289631128311157,2,2,1.0,,,0.2582,0.964715923566879,0.7418,0.9897122715404699
levcromakalim,-0.11161583662033081,-0.08204835802316665,-0.18201839923858643,0.09715219587087631,0.09853823833937912,5,5,0.8,Potassium channel activator,KCNJ8,0.2935,0.964715923566879,0.707,0.9840438320209974
radicicol,-0.11149108409881592,-0.04878894156879849,-0.22815479338169098,0.2525458335876465,0.14314841218337726,9,9,0.6666666666666666,,,0.2401,0.964715923566879,0.7605,0.9899498740554157
mitomycin-c,-0.11118528246879578,-0.07718826830387115,-0.23009532690048218,0.11652025580406189,0.12506684815438138,6,6,0.6666666666666666,,,0.2514,0.964715923566879,0.7486,0.9899498740554157
estriol,-0.11007463932037354,-0.06088703183027414,-0.2428617775440216,0.13404756784439087,0.13435973136173424,13,13,0.6153846153846154,Estrogen receptor agonist,ESR1,0.2114,0.964715923566879,0.7893,1.0
ritonavir,-0.10935705900192261,-0.03459648787975311,-0.2237246036529541,0.15128786861896515,0.15209855640728553,7,7,0.5714285714285714,HIV protease inhibitor,CYP1A2,0.2736,0.964715923566879,0.7266,0.9840438320209974
